Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
Casemiro,DM/M C,30,161,170,"Brazil,Spain",Manchester UFC,10,11,12,11,14,10,13,14,10,14,14,11,15,14,18,14,16,15,14,12,15,17,12,15,12,18,17,18,11,12,15,13,15,12,17,17,14,17,15,5,12,2,1,1,2,1,2,1,1,2,2,1,13,15,14,10,15,16,10,11,1,1,9,1,1,1,20,1,19,1,1,1,1,1,185,84,13,20,209616868,23/02/1992,347975,
Mike Maignan,GK,27,161,166,"France,French Guiana,Haiti",AC Milan,1,1,6,1,12,1,6,10,5,1,13,9,5,12,8,15,14,15,16,13,14,15,6,15,1,15,15,12,8,16,14,15,17,11,14,15,17,5,14,6,1,13,15,16,13,15,16,14,17,7,9,14,15,18,5,15,15,16,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,89,9,20,157734860,03/07/1995,69037,
Milan Škriniar,D C,27,161,168,Slovakia,FC Internazionale Milano,4,7,9,10,10,4,17,6,11,18,12,10,17,11,17,16,17,12,13,9,13,18,6,14,10,14,16,16,14,11,16,16,18,15,16,18,15,12,14,3,11,1,3,1,2,3,3,2,4,4,1,2,14,16,5,16,14,19,12,11,1,5,20,12,1,1,10,1,5,1,1,1,1,1,188,82,9,20,48719002,11/02/1995,106922,
Sergio Ramos,D C,36,161,174,Spain,Paris Saint-Germain,9,11,13,13,14,14,20,13,12,16,15,17,16,14,18,15,16,13,10,13,11,20,14,18,12,13,13,14,12,14,15,16,15,13,15,16,13,18,19,13,14,3,2,1,1,3,2,2,2,1,3,2,10,18,14,17,18,17,6,7,1,1,20,12,1,10,8,1,1,1,1,1,1,1,184,82,13,20,17015106,30/03/1986,261204,
Lautaro Martínez,S,24,161,170,Argentina,FC Internazionale Milano,4,8,14,15,16,8,16,14,3,5,12,15,8,16,18,15,18,13,12,12,13,19,16,12,16,7,15,18,16,17,14,11,16,17,15,13,15,14,13,6,11,2,3,3,1,1,3,3,2,3,3,2,16,18,4,14,13,19,11,9,1,1,1,1,1,1,1,1,1,1,1,13,1,20,174,79,12,20,127462502,22/08/1997,213653,
Christian Eriksen,DM/M/AM C,30,161,170,Denmark,Manchester UFC,16,16,12,14,18,17,4,14,3,5,17,16,6,17,7,15,8,15,15,17,17,16,14,8,15,12,17,16,12,12,12,8,17,11,15,7,14,3,17,4,13,3,3,3,3,3,1,3,1,2,4,1,8,16,2,15,15,18,18,19,1,1,1,1,1,1,17,12,20,12,14,19,13,1,182,76,15,20,192148791,14/02/1992,197186,
Bukayo Saka,AM RL,20,161,177,"England,Nigeria",Arsenal,12,14,15,11,14,8,7,12,7,9,13,12,10,15,11,16,11,14,14,15,16,16,16,6,16,9,15,15,17,16,16,9,15,15,15,11,14,8,14,9,18,1,1,1,3,1,3,3,3,1,2,3,7,14,7,14,16,15,13,14,1,13,1,1,14,10,1,12,8,12,19,1,20,1,178,0,20,11,303538754,05/09/2001,57996,
John Stones,D C,28,161,170,England,Manchester City,5,8,13,8,14,5,14,5,8,13,16,12,16,15,13,15,16,17,15,14,14,13,12,13,14,16,16,17,14,13,12,16,16,15,16,15,16,8,14,9,10,1,3,2,1,2,2,1,2,2,1,3,10,18,7,15,12,15,13,16,1,1,20,10,1,1,12,1,1,1,1,1,1,1,188,72,12,20,128950907,28/05/1994,231983,
Fabinho2,D/DM/M RC,28,161,168,Brazil,Liverpool,6,11,13,9,16,7,14,12,8,15,15,15,16,15,16,16,15,15,14,13,16,15,11,10,12,16,17,15,14,14,14,15,16,14,15,14,17,11,16,7,15,2,2,2,3,2,2,2,1,2,2,3,16,16,6,13,15,16,14,14,1,1,16,17,1,14,20,1,16,1,1,1,1,1,188,78,7,20,99784832,23/10/1993,208785,
Nicolò Barella,M C,25,160,171,Italy,FC Internazionale Milano,12,13,14,11,15,14,7,13,3,11,16,12,17,15,19,14,18,14,13,16,14,19,14,14,15,14,18,20,14,15,16,8,17,15,15,13,16,14,15,9,12,2,3,3,4,2,3,2,1,3,2,2,12,18,4,15,17,19,11,11,1,1,1,1,1,1,12,8,20,8,1,14,1,1,172,68,9,20,52249999,07/02/1997,178076,
Achraf Hakimi,D/WB/M R,23,160,172,"Morocco,Spain",Paris Saint-Germain,7,15,13,14,14,12,8,13,12,10,14,8,13,14,14,13,12,12,10,13,12,15,14,8,18,10,12,14,18,14,14,9,17,20,14,11,14,8,13,4,15,3,2,2,3,2,3,3,1,1,1,2,15,16,10,12,14,14,11,13,1,12,1,20,13,20,1,12,1,17,8,1,10,1,181,73,10,20,164955893,04/11/1998,199067,
Raphaël Varane,D C,29,160,172,"France,Martinique",Manchester UFC,4,6,10,6,13,8,16,6,10,17,14,10,16,14,11,16,13,13,15,9,13,12,11,10,6,17,14,12,16,13,11,17,16,16,15,15,14,6,15,14,14,1,3,2,3,1,2,3,3,2,3,3,12,16,8,13,17,14,17,16,1,1,20,10,1,1,6,1,1,1,1,1,1,1,191,81,8,20,198946111,25/04/1993,405971,
Riyad Mahrez,M/AM RL,31,160,163,"Algeria,France,Morocco",Manchester City,14,16,17,16,20,14,8,13,4,5,16,13,8,17,6,13,7,16,13,17,13,13,17,5,15,5,13,13,15,17,15,9,14,14,14,8,14,7,15,6,10,1,1,1,1,2,1,3,3,3,3,3,8,15,8,12,9,12,9,14,1,1,1,1,1,1,1,14,1,19,15,14,20,10,179,67,20,10,79602112,21/02/1991,231983,
Ángel Di María,M/AM RLC,34,160,174,"Argentina,Italy",Juventus,16,17,17,14,16,14,5,17,4,4,17,14,7,19,12,16,12,14,12,18,14,16,17,10,15,4,12,12,15,17,12,10,15,15,12,10,14,14,16,9,16,2,2,1,2,3,3,4,3,3,2,1,12,18,10,13,16,18,6,12,1,1,1,1,7,1,1,17,13,18,17,16,20,9,180,75,20,8,17897694,14/02/1988,147885,
Ciro Immobile,S,32,160,165,Italy,S.S. Lazio,3,3,12,18,13,3,16,13,3,4,12,17,7,12,14,19,15,14,13,11,14,20,12,15,19,3,16,16,15,14,16,11,20,16,15,13,17,8,11,3,7,2,3,3,3,4,1,3,4,2,2,2,6,19,8,17,12,20,14,12,1,1,1,1,1,1,1,1,1,1,6,10,6,20,185,85,14,20,347975206,20/02/1990,142499,
Kalidou Koulibaly,D C,31,160,168,"Senegal,France",Chelsea,4,6,10,10,12,4,16,6,6,18,13,6,17,11,15,14,18,10,8,10,13,11,8,13,10,16,16,16,12,14,15,15,13,17,15,19,14,13,7,9,8,3,1,1,2,4,4,1,3,2,3,1,12,15,7,13,8,14,14,14,1,1,20,10,1,1,1,1,1,1,1,1,1,1,187,89,9,20,347975206,20/06/1991,347975,
Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,07/10/1998,185587,
Paul Pogba,M LC,29,160,176,"France,Guinea",Juventus,10,14,16,14,18,15,14,14,4,6,19,15,11,18,12,16,10,14,10,18,12,13,18,13,14,7,15,8,12,13,16,16,15,14,16,16,14,14,13,12,10,3,4,2,3,3,3,2,4,3,3,1,17,19,14,10,14,15,14,13,1,1,1,1,1,1,14,15,20,11,15,15,1,1,191,84,13,20,91437501,15/03/1993,197308,
Ronald Araujo,D C,23,160,174,Uruguay,Barcelona,5,7,11,10,13,8,17,11,7,17,12,13,17,12,15,15,18,15,15,11,14,17,7,16,7,15,15,16,12,11,12,16,13,16,15,16,15,12,13,12,12,3,3,2,4,1,1,2,3,2,2,3,15,16,9,13,12,15,12,13,1,1,20,10,1,1,12,1,8,1,1,1,1,1,188,91,8,20,111375005,07/03/1999,144230,
Serge Gnabry,AM/S RL,27,160,170,"Germany,Ivory Coast",FC Bayern München,12,11,15,15,14,11,11,16,6,8,13,11,9,15,11,16,12,14,11,14,12,12,15,5,17,8,12,12,16,15,16,8,13,15,12,12,12,6,14,10,16,1,1,3,2,2,2,1,2,3,3,3,14,18,12,14,12,14,14,13,1,1,1,1,10,14,1,15,10,15,18,12,20,18,176,77,16,20,78165002,14/07/1995,306848,
Paulo Dybala,AM/S RC,28,160,177,"Argentina,Poland,Italy",Associazione Sportiva Roma,16,15,18,15,18,17,13,17,4,4,17,16,4,19,9,16,10,12,11,17,14,13,17,11,14,4,14,12,14,18,18,7,10,12,12,12,13,5,11,16,13,1,2,3,3,3,3,3,2,3,1,3,14,14,12,9,9,11,13,15,1,1,1,1,1,1,1,1,1,1,12,20,15,20,177,79,20,10,20000000,15/11/1993,160192,
Éder Militão,D C,24,160,168,Brazil,R. Madrid,9,10,12,8,12,14,15,11,10,16,13,13,15,12,15,16,16,13,12,11,13,15,10,16,12,15,14,15,15,15,15,15,18,15,16,16,13,12,13,4,12,1,1,2,3,3,3,3,2,1,4,3,15,12,6,12,15,14,12,12,1,1,20,14,1,7,10,1,1,1,1,1,1,1,186,79,8,20,128638129,18/01/1998,178081,
Alphonso Davies,D/WB L,21,160,172,"Canada,Liberia,Ghana",FC Bayern München,6,12,17,9,12,6,7,9,12,11,12,10,14,14,15,12,15,12,11,12,12,17,16,7,14,11,15,16,19,14,12,10,16,19,16,12,12,7,13,7,15,1,2,1,3,1,2,3,1,2,1,1,18,19,4,14,13,14,12,11,1,20,1,1,18,8,1,15,1,10,15,1,12,10,185,77,20,10,95234402,02/11/2000,191781,
Martin Ødegaard,M/AM C,23,160,178,Norway,Arsenal,14,14,16,12,17,15,9,13,7,10,16,10,8,17,7,18,10,15,12,17,16,15,16,14,16,9,17,14,14,16,15,9,13,13,15,11,11,4,12,7,13,1,1,3,2,1,3,1,1,3,1,2,13,16,6,12,14,18,13,14,1,1,1,1,1,1,13,10,18,13,10,20,14,8,178,68,20,10,272952661,17/12/1998,139190,
Marcelo Brozović,DM/M C,29,160,162,Croatia,FC Internazionale Milano,14,12,10,10,16,13,11,13,4,12,17,12,17,16,13,15,14,14,17,15,12,16,12,14,13,14,18,16,12,12,16,10,20,12,20,12,18,9,15,7,12,1,2,2,2,2,2,3,1,2,2,2,15,15,18,17,17,11,12,16,1,1,1,1,1,1,18,5,20,10,3,14,8,1,181,68,11,20,143687500,16/11/1992,213653,
Pedri,M/AM RLC,19,159,176,Spain,Barcelona,9,14,17,11,18,9,7,11,6,6,17,11,9,17,11,17,11,16,15,18,16,14,18,9,13,9,13,15,14,15,13,8,16,13,16,9,15,5,13,5,15,1,1,2,1,2,3,2,2,4,2,3,12,14,3,14,13,15,15,17,1,1,1,1,1,1,1,12,20,14,15,20,16,5,174,65,10,20,96009385,25/11/2002,172603,
Aurélien Tchouameni,M C,22,159,180,"France,Cameroon",R. Madrid,8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,17,16,15,15,15,15,16,13,11,13,15,15,16,14,14,15,14,16,14,17,16,15,7,13,5,11,4,2,3,3,1,2,2,3,1,3,1,20,15,7,13,16,15,14,13,1,1,1,1,1,1,15,1,20,1,1,1,1,1,187,81,10,20,131900410,27/01/2000,138081,
João Félix,AM/S RLC,22,159,177,Portugal,A. Madrid,11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,16,19,7,18,6,12,11,13,15,13,9,14,12,12,9,12,14,15,9,8,2,1,2,1,1,3,1,2,1,4,2,15,18,13,8,17,15,10,10,1,1,1,1,1,1,1,12,10,12,18,20,15,19,178,74,15,20,95220000,10/11/1999,180287,
Theo Hernández,D/WB L,24,159,167,"France,Spain",AC Milan,8,15,16,13,14,12,13,15,11,12,13,15,14,13,18,13,14,12,11,12,12,16,13,13,17,11,12,13,17,14,17,12,16,18,16,13,14,16,14,6,11,1,2,1,1,1,1,3,2,1,1,3,17,15,14,10,15,14,6,9,1,20,10,1,20,1,1,15,1,1,10,1,1,1,184,81,20,8,179870630,06/10/1997,98653,
José Gayà,D/WB/M L,27,159,160,Spain,Valencia,14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,15,16,16,14,15,16,14,15,15,17,16,13,7,14,16,15,11,16,9,14,8,13,2,2,1,1,2,4,2,3,3,2,3,12,12,6,20,15,17,14,10,1,20,1,1,19,1,1,18,1,1,15,1,1,1,172,66,20,7,50872500,25/05/1995,67280,
José Giménez,D C,27,159,166,"Uruguay,Spain",A. Madrid,7,10,11,7,12,6,16,8,13,15,12,10,16,12,15,15,17,16,15,11,15,15,10,13,10,16,16,16,14,12,13,13,12,13,15,15,13,14,13,15,12,1,3,4,1,3,2,1,1,4,1,2,15,15,6,16,14,14,7,9,1,1,20,13,1,1,12,1,1,1,1,1,1,1,185,77,12,20,111375005,20/01/1995,96153,
Presnel Kimpembe,D C,26,159,164,"France,Democratic Republic of Congo",Paris Saint-Germain,4,10,10,6,13,5,16,6,8,16,12,10,17,13,17,15,18,15,16,10,14,16,8,12,10,15,16,16,13,13,16,14,16,14,16,16,14,9,16,7,10,3,1,2,3,1,1,2,3,1,1,1,9,17,7,14,15,15,16,14,1,10,20,1,1,1,7,1,1,1,1,1,1,1,183,77,20,10,57206289,13/08/1995,191781,
Marco Reus,AM RLC,33,159,170,Germany,Borussia Dortmund,15,13,13,16,16,16,6,15,7,6,15,15,9,16,15,15,12,16,15,14,15,18,13,13,18,10,14,15,14,12,14,8,12,13,13,9,17,4,17,19,16,1,2,1,2,2,1,2,1,3,3,2,9,16,9,18,17,17,10,10,1,1,1,1,1,1,1,13,8,10,20,20,15,15,180,71,14,20,33067483,31/05/1989,191780,
Andrew Robertson,D/WB L,28,159,165,Scotland,Liverpool,14,16,12,5,15,9,10,6,13,15,14,7,15,14,17,14,15,15,14,13,15,16,11,15,14,14,16,17,16,14,14,9,17,16,18,12,16,13,15,6,6,2,1,2,2,1,1,3,1,3,2,1,15,16,8,16,15,15,10,13,1,19,1,1,20,1,1,14,1,1,12,1,1,1,178,64,20,4,200948518,11/03/1994,185587,
Mikel Oyarzábal,AM RLC,25,158,167,"Spain,Pays Basque",Real San Sebastián,14,12,15,15,14,13,12,12,12,13,15,19,12,16,13,14,13,14,14,16,14,16,14,17,15,13,14,16,13,14,14,13,14,13,14,14,14,7,14,5,17,3,2,2,1,2,2,2,1,4,1,3,12,14,8,20,13,18,16,13,1,1,1,1,1,1,1,1,11,1,20,17,17,15,180,77,20,10,70125008,21/04/1997,43121,
Yves Bissouma,DM/M C,25,158,165,"Mali,Ivory Coast",Tottenham Hotspur,8,11,14,9,16,13,12,13,7,14,16,13,17,16,13,15,14,15,15,10,14,14,14,11,12,16,15,16,16,14,13,12,14,14,16,15,13,9,13,7,15,2,2,1,1,2,3,2,2,4,2,3,15,14,4,12,13,14,13,14,1,1,1,1,1,12,17,1,20,1,1,1,1,1,182,78,8,20,206180525,30/08/1996,104393,
Matthijs de Ligt,D C,22,158,176,Holland,FC Bayern München,6,7,11,8,13,10,16,10,5,15,14,8,16,14,16,14,17,15,13,12,14,16,10,17,8,15,15,15,12,12,15,16,13,13,15,18,14,9,14,7,12,1,2,3,1,2,1,1,1,1,2,1,15,15,3,14,15,19,15,12,1,7,20,9,1,1,12,1,8,1,1,1,1,5,189,89,11,20,131681715,12/08/1999,306848,
Cristiano Ronaldo,S,37,158,196,Portugal,Manchester UFC,10,11,11,19,15,10,19,15,5,3,13,19,2,15,6,18,12,15,14,11,12,20,17,18,17,2,5,7,12,10,13,17,16,13,13,15,13,12,16,8,9,3,3,1,1,2,2,1,3,4,2,3,19,20,14,13,19,20,7,7,1,1,1,1,1,1,1,1,1,1,13,10,12,20,187,84,15,20,17282189,05/02/1985,556760,
Nicolás Otamendi,D C,34,158,159,Argentina,SL Benfica,5,8,11,10,13,6,15,6,11,18,13,10,16,12,17,18,20,14,15,12,13,18,6,19,13,14,18,18,10,13,16,13,16,10,15,15,15,16,14,3,9,2,3,1,3,2,3,1,2,2,1,2,16,18,12,7,19,15,14,12,1,1,20,13,1,1,7,1,1,1,1,1,1,1,183,81,12,20,3420019,12/02/1988,38174,
Memphis Depay,AM/S LC,28,158,161,"Holland,Ghana",Barcelona,14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,14,13,15,17,15,15,5,12,11,16,14,14,10,16,16,14,14,12,7,15,3,16,1,2,2,1,2,4,2,2,1,2,2,15,17,12,13,15,15,13,10,1,1,1,1,1,1,1,13,1,1,18,19,13,20,176,78,12,20,47682226,13/02/1994,184911,
Keylor Navas,GK,35,158,167,"Costa Rica,Spain",Paris Saint-Germain,3,3,3,1,10,1,9,1,1,2,10,2,3,8,11,15,15,13,17,8,15,16,8,12,1,14,15,15,12,17,14,12,17,13,14,13,15,4,17,9,1,10,15,14,4,12,14,16,17,12,16,15,14,15,3,16,15,18,16,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,80,8,20,11935211,15/12/1986,230137,
Christopher Nkunku,M/AM RLC,24,158,163,"France,Democratic Republic of Congo",RB Leipzig,14,13,14,14,14,14,6,13,7,7,16,11,7,15,14,15,12,16,15,15,16,11,15,6,15,7,16,15,15,15,13,9,14,15,16,11,15,11,13,4,18,3,3,2,3,2,1,2,1,2,2,2,8,12,8,12,10,13,14,14,1,1,1,1,1,10,1,15,17,15,16,20,17,14,175,73,12,20,65000001,14/11/1997,143836,
Ben Chilwell,D/WB L,25,158,165,"England,New Zealand",Chelsea,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,12,14,14,11,12,11,15,14,16,15,14,15,13,14,16,17,13,13,5,10,4,10,4,2,2,3,1,1,1,2,2,2,2,13,17,7,13,12,15,12,15,1,20,10,1,17,1,1,10,1,1,10,1,1,1,178,77,20,12,176883481,21/12/1996,220384,
Diogo Jota,AM/S RL,25,158,166,Portugal,Liverpool,7,12,16,15,14,10,15,12,4,8,13,11,8,15,14,14,12,14,13,13,14,17,16,5,15,9,14,14,16,16,13,11,14,15,13,11,14,12,14,8,12,2,2,3,3,1,3,3,3,1,3,1,14,16,11,12,15,15,11,12,1,1,1,1,1,1,1,1,1,1,20,14,18,19,178,73,14,20,87689752,04/12/1996,162388,
Pepe,D C,39,158,165,"Portugal,Brazil",FC Porto,6,8,10,8,11,8,15,8,8,18,12,8,14,11,17,16,18,11,15,9,15,17,8,17,12,16,15,13,12,13,13,16,13,14,15,13,16,19,18,14,8,3,2,3,1,1,1,2,1,4,3,2,16,18,6,13,17,20,3,7,1,1,20,1,1,1,13,1,1,1,1,1,1,1,188,79,10,20,3984549,26/02/1983,57533,
Victor Osimhen,S,23,157,171,Nigeria,Parthenope,4,8,13,15,14,7,14,12,4,4,12,14,8,14,15,14,14,14,13,11,13,14,13,10,19,5,12,13,17,15,14,15,14,19,12,16,14,13,14,12,10,2,1,1,2,2,2,1,3,2,1,3,14,16,12,10,14,14,11,10,1,1,1,1,1,1,1,1,1,1,10,1,10,20,185,78,9,20,96427502,29/12/1998,110961,
Dušan Tadić,AM/S RLC,33,157,160,Serbia,AFC Ajax,15,15,14,11,15,14,9,12,9,6,17,17,4,15,18,15,15,14,14,17,14,18,16,19,14,6,14,18,13,12,14,9,18,13,14,13,14,15,15,2,13,1,3,3,3,1,2,2,1,2,1,1,14,16,5,13,16,19,9,9,1,1,1,1,4,4,3,14,14,14,20,18,18,19,181,76,20,11,347975206,20/11/1988,85000,
Joël Matip,D C,30,157,158,"Cameroon,Germany",Liverpool,4,7,15,5,15,5,16,3,8,15,15,5,15,14,15,15,14,15,16,12,15,14,11,8,11,17,15,15,14,14,12,16,13,14,15,14,16,8,14,11,5,1,2,3,1,1,3,2,2,2,2,2,16,13,5,17,14,15,10,15,1,1,20,1,1,1,12,1,8,1,1,1,1,1,195,90,8,20,113213483,08/08/1991,162388,
Sergio Canales,M/AM C,31,157,160,Spain,Real Hispalis,14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,17,15,12,16,14,16,10,15,14,15,15,15,8,12,13,13,12,15,6,15,12,13,2,3,3,2,1,1,3,1,2,3,3,11,13,7,14,12,17,16,14,1,1,1,1,1,1,12,1,19,1,14,20,13,5,180,64,20,8,347975206,16/02/1991,31256,
Koke,DM/M RLC,30,157,162,Spain,A. Madrid,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,16,15,15,16,10,14,15,15,17,16,13,12,15,9,14,13,15,12,16,10,13,6,18,3,3,2,3,2,1,1,2,1,1,3,10,15,6,17,12,16,11,12,1,1,1,1,1,1,20,15,20,15,10,14,8,1,178,73,14,20,134021250,08/01/1992,306644,
Pau Torres,D C,25,157,167,Spain,Villarreal,7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,11,14,13,5,11,6,16,14,15,15,11,6,17,14,15,16,16,13,6,12,7,14,1,1,1,2,3,2,2,2,1,2,2,17,16,4,17,10,14,14,13,1,1,20,1,1,1,14,1,10,1,1,1,1,1,191,80,20,9,60000001,16/01/1997,56871,
Sergio Busquets,DM/M C,34,157,171,Spain,Barcelona,8,11,12,8,16,8,11,9,8,15,17,10,15,16,12,19,12,18,18,16,18,16,9,13,10,17,19,15,10,10,11,14,15,11,12,11,16,13,14,5,13,1,1,3,3,1,2,3,1,3,2,3,15,14,7,18,14,14,6,9,1,1,8,1,1,1,20,1,18,1,1,1,1,1,189,76,12,20,22162801,16/07/1988,230768,
Franck Kessié,DM/M C,25,156,164,"Ivory Coast,Italy",Barcelona,5,7,12,12,13,6,9,11,8,15,14,18,15,12,16,14,16,14,14,12,14,17,8,14,13,15,19,17,13,13,17,10,17,15,18,19,16,13,15,7,11,1,2,3,1,2,3,2,2,1,3,4,18,17,6,12,14,13,11,8,1,1,8,1,1,1,18,1,20,1,1,12,1,1,183,89,9,20,105806260,19/12/1996,230768,
Ferland Mendy,D/WB L,27,156,160,"France,Senegal,Guinea-Bissau",R. Madrid,5,13,13,7,14,5,9,11,13,13,12,7,12,13,14,15,17,13,12,11,11,15,13,6,13,13,15,17,17,15,16,11,15,16,16,16,13,8,13,7,15,1,1,3,3,1,1,1,2,1,3,1,12,16,9,12,12,14,10,12,1,20,12,12,19,9,1,1,1,1,1,1,1,1,180,73,20,14,51637502,08/06/1995,178081,
Gonçalo Guedes,M/AM/S RLC,25,156,162,Portugal,Wolverhampton Wanderers,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,11,12,12,11,13,15,7,14,12,11,13,16,15,13,10,15,16,15,12,12,8,10,10,11,3,2,3,3,1,1,2,3,2,2,1,13,13,7,15,9,13,17,13,1,1,1,1,1,1,1,19,1,17,20,18,18,18,179,68,10,20,82934091,29/11/1996,104393,
Ángel Correa,M/AM/S RLC,27,156,162,"Argentina,Spain",A. Madrid,13,15,16,13,16,10,8,11,9,5,15,11,6,17,10,15,11,13,13,15,14,13,18,10,17,8,11,13,14,16,14,6,16,14,12,10,15,13,12,8,11,3,1,1,1,3,2,2,1,1,1,1,13,14,10,15,14,14,14,11,1,1,1,1,1,1,1,13,1,18,15,18,20,18,172,67,12,20,44000003,09/03/1995,96153,
Kurt Zouma,D RC,27,156,162,"France,Central African Republic",West Ham United,4,10,9,8,11,6,17,7,8,13,11,7,15,10,15,13,14,11,12,8,14,16,7,13,8,14,13,15,18,11,19,18,14,15,14,20,15,13,15,9,8,2,3,3,2,1,2,2,1,1,1,2,8,17,5,13,14,17,15,13,1,1,20,15,1,10,14,1,1,1,1,1,1,1,190,96,7,20,68398007,27/10/1994,115992,
Sandro Tonali,DM/M C,22,156,172,Italy,AC Milan,14,12,13,10,15,15,9,13,11,13,15,11,14,15,14,16,16,14,15,14,14,16,12,14,14,14,16,16,13,14,15,10,14,14,14,12,16,15,13,6,10,2,1,3,2,2,2,2,2,2,1,1,9,16,3,14,14,15,15,17,1,1,1,1,1,1,19,1,20,1,1,14,1,1,181,79,12,20,126967514,08/05/2000,89038,
Eden Hazard,AM RLC,31,156,185,Belgium,R. Madrid,12,13,18,15,17,13,7,11,5,3,16,19,4,18,8,13,12,16,13,16,15,15,18,6,15,7,8,11,14,15,17,8,12,13,13,11,11,8,15,17,10,3,3,1,3,3,2,3,1,1,2,3,15,10,9,14,15,12,17,14,1,1,1,1,1,1,1,13,12,11,20,19,16,10,173,76,16,20,30749806,07/01/1991,445204,
Federico Chiesa,M/AM RL,24,156,167,Italy,Juventus,10,14,15,13,14,6,9,13,4,6,13,10,5,14,17,12,13,15,10,13,10,18,15,13,15,7,11,16,16,15,13,8,16,17,14,13,16,14,15,11,18,2,3,1,4,3,1,2,1,2,3,2,13,15,11,11,17,17,8,9,1,1,1,1,12,12,1,19,1,18,20,12,20,14,175,70,15,20,99000004,25/10/1997,178076,
Oleksandr Zinchenko,D/WB/M/AM RLC,25,156,160,Ukraine,Arsenal,12,12,13,10,13,13,12,12,9,11,13,9,12,14,13,15,15,16,14,14,14,18,13,9,15,11,16,16,13,13,14,10,13,14,15,10,14,11,14,8,18,3,3,2,3,3,3,4,3,2,1,2,18,15,3,13,14,13,13,13,1,20,1,8,19,8,15,15,16,16,15,16,16,7,175,61,20,12,219941228,15/12/1996,139190,
Ivan Perišić,WB/AM L,33,156,159,Croatia,Tottenham Hotspur,11,13,12,15,15,12,16,12,9,12,13,14,12,14,14,15,11,13,13,13,13,14,12,11,17,13,10,14,15,14,13,14,17,15,15,12,14,8,19,6,18,2,3,1,3,2,1,1,1,1,3,3,15,17,13,9,18,12,8,10,1,12,1,1,20,1,1,15,1,10,17,10,13,12,186,80,16,20,347975206,02/02/1989,208785,
Manuel Akanji,D C,27,156,156,"Switzerland,Nigeria",Manchester City,4,8,11,6,13,9,13,11,12,15,13,8,16,12,13,15,16,16,16,13,13,14,9,10,9,13,14,13,14,13,13,15,13,16,14,17,11,8,14,12,7,1,3,1,3,2,1,3,3,2,3,3,12,16,6,11,13,17,14,12,1,1,20,12,1,8,1,1,1,1,1,1,1,1,187,91,15,20,48855719,19/07/1995,104393,
Guido Rodríguez,DM/M C,28,155,162,"Argentina,Italy",Real Hispalis,10,11,12,6,15,8,11,10,4,14,14,4,18,12,12,16,12,14,14,13,15,16,12,11,13,18,17,16,12,13,15,10,13,11,13,12,16,10,10,7,12,1,2,2,2,1,2,3,4,3,2,1,14,13,5,10,13,15,14,12,1,1,10,1,1,1,20,1,20,10,1,1,1,1,185,80,12,20,23388425,12/04/1994,31008,
Alejandro Gómez,AM LC,34,155,161,"Argentina,Italy",Sevilla,14,16,17,12,18,13,5,17,3,3,16,14,5,17,12,15,14,12,12,17,15,17,17,14,13,4,14,11,15,17,14,5,15,13,12,7,14,6,14,9,15,3,1,3,1,3,1,3,3,3,1,1,16,16,9,11,14,18,16,15,1,1,1,1,1,1,1,10,15,1,15,20,12,15,167,68,13,20,347975206,15/02/1988,71154,
